loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
8394951,1,not graduate,no,7801554,24754115,14,875,18627001,8909167,26785142,8346351,approved,18627001,high,high
830782,5,not graduate,no,7412361,28856451,6,677,2336856,7435740,24753587,10564234,approved,2336856,high,high
16501114,3,not graduate,yes,6212317,12587412,14,669,715229,1415212,11768263,6237046,approved,715229,mid,mid
9729291,2,graduate,no,3778243,12838682,14,451,4400601,7006072,15275830,4074622,approved,4400601,mid,mid
3967299,5,not graduate,yes,2495977,7292113,16,812,2782423,6576725,4824394,1022293,approved,2782423,low,low
7438389,2,graduate,yes,9107586,26169510,2,863,8394376,3233481,26463263,7006105,approved,8394376,high,high
8793252,5,graduate,yes,7339154,17523647,12,359,4250256,2460141,19615070,5115382,rejected,4250256,high,mid
12638702,4,not graduate,yes,4600807,5572242,2,484,14369178,4251620,7046242,2324965,rejected,14369178,mid,low
13194442,3,not graduate,no,7995976,25998179,8,508,6333447,4318513,27136336,10194005,approved,6333447,high,high
1834294,2,not graduate,yes,7957526,14191693,4,665,16487991,6541545,21694521,7469015,approved,16487991,high,mid
12702516,5,graduate,no,1999994,11172710,12,708,13848168,2898815,11613965,3796828,approved,13848168,low,mid
13231714,0,not graduate,no,5729905,9911328,4,755,2685074,15706052,11095078,1794525,approved,2685074,mid,mid
6635523,4,not graduate,yes,7639225,16267575,10,464,6428779,8209816,9877961,3683450,rejected,6428779,high,mid
9578499,0,graduate,no,6009992,8346976,10,576,3448785,872813,13631450,4784322,rejected,3448785,mid,low
13466369,4,graduate,no,9189645,25969111,14,819,8910366,14755911,28787386,7986244,rejected,8910366,high,high
1814133,2,graduate,yes,6320393,13459823,12,360,5917,4634598,19112066,7063710,rejected,5917,mid,mid
13407273,5,graduate,yes,4463279,9115369,10,322,8518633,154141,12490977,3550256,rejected,8518633,mid,low
1913020,5,graduate,no,3683844,13536529,14,318,1908911,1944255,9448440,1418036,rejected,1908911,mid,mid
859714,1,not graduate,no,3347972,17685614,12,335,8033581,6257225,13921425,7964892,rejected,8033581,low,mid
10067134,5,not graduate,yes,7120045,12145818,12,576,3369602,11124228,20725794,4471907,rejected,3369602,high,mid
1161068,0,not graduate,no,1218527,3928945,4,800,4130266,262595,3864481,1699730,rejected,4130266,low,low
8574728,0,graduate,no,4253396,14528889,14,343,3145350,9189743,11594487,2773044,rejected,3145350,mid,mid
13071461,2,graduate,yes,903077,2085853,4,790,303485,1191809,5925415,1171328,approved,303485,low,low
4600115,0,graduate,yes,9527326,28477952,8,314,5413391,11140720,31192437,9623200,rejected,5413391,high,high
5319689,2,graduate,no,6773178,16369332,2,379,9643033,2759880,10816932,6582109,approved,9643033,mid,mid
1749628,5,graduate,no,449383,2032720,6,697,1710665,2352091,3685728,1188120,approved,1710665,low,low
8034378,2,graduate,yes,9441242,35404475,6,327,17768029,6603059,32119846,10679316,rejected,17768029,high,high
2413515,0,graduate,yes,6113030,21017477,18,883,1446099,11839733,25639213,6445142,approved,1446099,mid,high
4086700,4,graduate,no,6524888,13882194,4,800,11862694,1728684,7219971,3562453,approved,11862694,mid,mid
1277125,4,graduate,yes,4195722,8266437,2,702,1248323,1119039,7456366,2561932,approved,1248323,mid,low
11919850,2,not graduate,no,6534930,31893946,2,765,1477254,4741225,22310602,8682252,approved,1477254,mid,high
6997396,4,graduate,yes,2685350,9950541,6,351,865104,6174331,9726947,5338480,rejected,865104,low,mid
6189960,4,not graduate,yes,2025894,4813773,16,436,56204,8393093,2371768,2295189,approved,56204,low,low
8870587,5,not graduate,no,2716612,10659692,4,391,-68586,694522,7335699,3972283,rejected,4466398,low,mid
7747883,5,graduate,yes,8105471,29247536,2,544,15193703,7349651,25375017,8424241,approved,15193703,high,high
6839707,4,graduate,yes,4606783,12022902,18,502,2951625,1068541,11065484,5650850,approved,2951625,mid,mid
4702013,1,graduate,yes,8224794,26999080,20,609,2200232,4344835,26342387,9791204,rejected,2200232,high,high
9481420,1,graduate,yes,4835154,20239500,20,375,3777371,6226962,19137946,9047220,rejected,3777371,mid,high
8899810,2,graduate,no,3362574,17721884,10,459,4236548,1816361,21341653,5052825,approved,4236548,low,mid
12607926,3,not graduate,no,3813284,5288613,4,562,3063409,5745249,7343766,1573866,approved,3063409,mid,low
10127092,0,not graduate,no,1309845,2468683,12,478,2998451,1236775,3127974,616997,rejected,2998451,low,low
10547211,5,not graduate,yes,8734562,31693927,18,431,3837968,11957451,33171504,12388032,rejected,3837968,high,high
12049882,2,not graduate,no,1764492,3509200,2,685,9015642,747150,9346353,2715057,approved,9015642,low,low
7753012,4,not graduate,yes,4413914,11559660,14,308,1370336,2414572,8802629,1755877,rejected,1370336,mid,mid
6226577,3,graduate,yes,8400239,25575212,6,335,6706486,7712643,25085569,8771872,rejected,6706486,high,high
13896051,2,not graduate,no,4448217,11935163,12,363,3334301,12530038,8392274,4229999,rejected,3334301,mid,mid
1990598,2,graduate,yes,8319757,16889939,18,868,2624399,2672062,12553144,1155995,approved,2624399,high,mid
1944642,4,graduate,no,7574344,26478144,6,317,4185244,2642824,21575552,5024854,rejected,4185244,high,high
1778169,5,graduate,no,9890092,33796819,6,683,18650826,1585390,35410918,10337056,approved,18650826,high,high
16751013,0,graduate,no,6950217,25825035,12,340,13679645,9295496,17435813,10067138,rejected,13679645,high,high
262660,5,graduate,yes,1433249,1837259,18,734,237092,6320752,4173411,567881,rejected,237092,low,low
15990801,1,not graduate,no,3608204,13926337,8,777,2115151,1729616,9665929,4696922,approved,2115151,mid,mid
2971268,5,graduate,no,763052,2644267,20,459,1414424,564472,10252713,797192,rejected,1414424,low,low
13696211,0,graduate,yes,1471969,5115666,4,783,757794,14664,7696161,3463164,approved,757794,low,low
14252493,1,graduate,yes,6264984,28751395,2,713,13166039,6360978,19968401,8792069,approved,13166039,mid,high
14778371,0,graduate,no,9704275,29994336,6,311,18228291,16306995,34065299,7546222,rejected,18228291,high,high
8311723,3,graduate,yes,7290034,20205530,20,422,12754275,17827269,24244421,7237879,rejected,12754275,high,high
12020338,0,graduate,yes,7073055,15051347,4,648,1187120,601692,13088906,6586221,approved,1187120,high,mid
1001343,1,not graduate,no,6066459,10072806,8,595,1841529,11734883,8336258,5078848,rejected,1841529,mid,mid
8543098,0,not graduate,yes,6396157,16602847,8,665,3719839,548848,13245201,8547347,approved,3719839,mid,mid
15777330,4,not graduate,no,9270389,29785141,20,501,12661975,11465972,33219997,10037577,rejected,12661975,high,high
6669252,3,graduate,yes,5637498,13161922,12,566,2854578,3518743,18616282,4517676,approved,2854578,mid,mid
39976,4,not graduate,no,3967686,9613323,16,557,7836821,5060912,21272154,4674537,approved,7836821,mid,mid
15790748,1,graduate,yes,9174683,24657743,8,385,17233704,10095743,22848710,9641392,approved,17233704,high,high
1692314,3,not graduate,no,9178673,26287186,18,401,8302847,3638871,18092518,8376734,approved,8302847,high,high
3932726,4,graduate,yes,9704188,26486020,8,772,3526545,10736847,27068410,7720037,approved,3526545,high,high
15803959,3,not graduate,no,7924060,16724481,2,336,5500821,16128294,19028877,7008823,rejected,5500821,high,mid
11851478,3,not graduate,yes,4165908,12468872,20,377,11200782,971602,13439821,1861399,approved,11200782,mid,mid
8722043,5,graduate,yes,353884,663259,12,546,1196294,2993094,458598,557486,rejected,1196294,low,low
6903533,5,graduate,yes,4823109,12129979,6,654,11092656,779280,14167016,7093594,approved,11092656,mid,mid
10760359,0,graduate,no,1883077,6803474,12,413,13281112,2039220,4095627,1086292,approved,13281112,low,low
5047220,2,not graduate,yes,6753782,23524005,14,470,3001149,8689058,17551664,6649127,approved,3001149,mid,high
12727928,0,not graduate,yes,6491974,28210436,8,665,10429832,10932123,16522163,6693384,approved,10429832,mid,high
9854396,3,not graduate,no,2814721,7869101,8,445,3901450,358952,4466771,2869237,rejected,3901450,low,low
11511082,5,graduate,no,1109277,2518628,2,480,110902,4552594,2917424,631029,approved,110902,low,low
15171984,1,not graduate,yes,2336285,4399653,10,484,4562908,4078554,3492499,1512190,approved,4562908,low,low
5507136,2,graduate,no,9198755,29865611,18,702,7444870,2739496,37036202,11681521,approved,7444870,high,high
10504902,4,graduate,no,5976675,9305953,2,461,809942,3660709,14965316,4104387,approved,809942,mid,low
16304921,3,graduate,no,5115525,17388820,18,351,15932017,1712847,21878566,5930456,rejected,15932017,mid,mid
12572813,5,graduate,no,8799445,26991387,12,504,16462608,8807548,29226523,8224499,approved,16462608,high,high
8174052,4,not graduate,no,7784342,14823463,4,702,2878768,9474894,16642042,8871755,approved,2878768,high,mid
4950205,1,not graduate,no,8106729,24312174,4,796,5255237,3272430,22720957,10330271,approved,5255237,high,high
8214596,1,not graduate,no,1545164,7603700,18,833,4111859,139058,11694416,1512261,approved,4111859,low,low
161130,1,not graduate,no,1600256,2900572,20,415,4163537,399292,2669976,508607,rejected,4163537,low,low
3355892,3,not graduate,no,892822,2589850,4,689,889954,4818,2116935,1157877,approved,889954,low,low
15520385,1,graduate,no,4714398,26148661,2,355,10841050,3213780,19161831,7904171,rejected,10841050,mid,high
4271794,1,graduate,yes,3935730,3498872,8,710,9608662,378534,5056652,765790,approved,9608662,mid,low
14182382,2,not graduate,no,2786840,10771468,2,562,4567373,4745124,13074588,2369674,approved,4567373,low,mid
9199460,4,graduate,yes,1750874,4301313,4,505,2342549,554007,6056201,2424761,rejected,2342549,low,low
528630,5,not graduate,yes,1394237,7621125,16,764,659744,1049181,4063886,1714275,approved,659744,low,low
16223874,4,not graduate,no,8914534,30335580,18,899,13743788,10535659,29058878,9217489,approved,13743788,high,high
11185809,1,not graduate,yes,3072358,4981477,12,381,8526576,196301,9853892,2322706,approved,8526576,low,low
13680882,2,not graduate,yes,6235456,17659975,14,753,3163625,11776391,11261241,3650109,approved,3163625,mid,mid
13539410,3,graduate,no,9756287,33373905,8,380,2436618,17157930,34735984,13255188,approved,2436618,high,high
1729139,4,graduate,no,4033305,14258680,20,805,7262661,3238549,13414159,2535910,approved,7262661,mid,mid
4016876,2,graduate,no,2911246,11097847,6,843,4706344,880487,12277478,1884490,rejected,4706344,low,mid
12445084,3,not graduate,yes,3655888,19328475,18,441,2279501,13417510,12375613,7370243,rejected,2279501,mid,high
5494712,5,not graduate,yes,528300,6115109,4,886,792955,3890932,1841385,813002,approved,792955,low,low
7182115,0,not graduate,yes,3566139,13677972,8,814,2226612,12745370,11283466,5792944,rejected,2226612,low,mid
10693052,5,graduate,yes,3530555,10267559,4,820,21292463,4637343,17737431,1890636,approved,21292463,low,mid
7633054,4,graduate,yes,8248446,23004444,14,803,5341153,10553844,18926775,5790636,approved,5341153,high,high
15429526,0,not graduate,no,7340158,17434757,14,894,1058428,1836626,10421209,6777086,approved,1058428,high,mid
8116350,0,graduate,no,4369445,9563449,6,579,2820416,210660,12623732,2189858,approved,2820416,mid,mid
2375627,1,graduate,yes,7765043,15443177,6,653,18472177,590001,22381764,5086084,approved,18472177,high,mid
12479086,1,not graduate,no,7333710,26663705,16,418,18337460,14230137,28037862,11100436,rejected,18337460,high,high
3334247,1,graduate,yes,5277600,13058960,10,312,15179889,1058033,6747933,2946852,rejected,15179889,mid,mid
4014384,1,graduate,no,7024117,19936464,4,401,8789108,7334473,20648885,6924234,approved,8789108,high,high
12788047,1,graduate,no,2041773,13323778,2,469,7015377,2740248,8186497,2957727,rejected,7015377,low,mid
2164474,4,graduate,no,8161471,24986562,4,763,12230999,10534595,17179873,7922842,approved,12230999,high,high
4503317,2,not graduate,yes,5229509,9784610,12,670,2006617,16259427,12580579,2805024,approved,2006617,mid,mid
15517852,2,not graduate,yes,4907105,13809800,6,892,4402934,11997637,9277391,5241936,approved,4402934,mid,mid
6098331,1,graduate,no,8656739,23903220,16,337,12695993,2782139,25827859,7415983,rejected,12695993,high,high
12476276,3,not graduate,yes,5887126,19426969,14,739,1485387,921769,14325155,3025351,approved,1485387,mid,high
9634107,5,not graduate,yes,1202630,6724492,6,534,12455326,968057,4678704,2546150,approved,12455326,low,low
7484589,2,graduate,no,9870118,33601197,12,623,14554486,2773204,22837276,7254869,approved,14554486,high,high
11314892,0,graduate,yes,1304909,10216944,4,689,177772,162560,2698318,1659528,approved,177772,low,mid
14179287,1,not graduate,yes,8626240,27630194,18,683,10544305,7395541,23525517,8559444,approved,10544305,high,high
15918122,4,graduate,yes,2702968,9066565,16,338,-31321,1247282,7375678,4854943,rejected,2021266,low,low
8985826,2,not graduate,yes,6027403,14200714,16,407,8940426,9890374,18307068,3002105,rejected,8940426,mid,mid
14467570,3,not graduate,yes,4191318,6699116,6,462,1051057,2392392,11200982,4015620,approved,1051057,mid,low
15569000,2,graduate,no,8388389,20922741,18,557,18167320,3817529,15183612,7217814,rejected,18167320,high,high
8799559,2,not graduate,yes,8240724,31743016,12,346,22472755,13570306,27862061,11729614,rejected,22472755,high,high
7806693,3,not graduate,yes,4145383,3112670,2,862,2685595,708321,4286350,443602,approved,2685595,mid,low
15021706,1,not graduate,no,7001052,25381867,2,793,20858815,15095542,25703843,7067440,approved,20858815,high,high
10802856,1,graduate,yes,4429229,18704968,12,361,3458618,1550037,17074742,2094969,rejected,3458618,mid,mid
2786797,4,not graduate,yes,4728066,17340661,2,861,6056921,5428858,14121312,3616186,rejected,6056921,mid,mid
657171,1,not graduate,yes,9588060,30682534,8,607,22305126,1865268,34627681,10975621,approved,22305126,high,high
3518331,3,not graduate,no,3102643,8173496,14,685,7381578,2366093,7172837,4851523,approved,7381578,low,low
1855413,1,graduate,no,1432214,2000031,16,757,9464,352808,1961098,2388149,approved,9464,low,low
2591161,1,not graduate,yes,1537130,3439939,12,613,675768,887687,5300201,447931,approved,675768,low,low
4435665,1,graduate,yes,4370097,15225507,2,848,5489121,4680652,7553442,6105598,approved,5489121,mid,mid
4761786,3,not graduate,yes,780687,3546178,10,441,539278,3849727,1572895,171758,approved,539278,low,low
6454168,5,not graduate,no,9477691,29046358,16,490,12049411,10793741,28049452,12177235,approved,12049411,high,high
13948689,4,not graduate,no,7895121,20445532,16,312,18910083,4754382,15350871,6798657,rejected,18910083,high,high
11794999,3,graduate,no,285657,495029,16,791,637946,70760,795127,54308,approved,637946,low,low
3747006,0,not graduate,yes,8643170,32643867,18,871,20968306,10361296,32140077,11395228,approved,20968306,high,high
5891153,2,graduate,no,2158197,5873009,18,432,773556,551550,7833860,2910043,approved,773556,low,low
10359445,0,not graduate,yes,3540617,13730352,8,493,2242147,924824,10375403,4448611,rejected,2242147,low,mid
639967,1,graduate,no,528051,6182311,14,744,770728,2637904,2038713,2512613,approved,770728,low,low
5132130,4,graduate,yes,9449021,28734010,2,449,8476270,11783338,33003783,6861043,rejected,8476270,high,high
5728268,4,graduate,no,7588153,19604557,12,592,5363429,3646656,17092073,6401322,rejected,5363429,high,high
11760315,3,not graduate,no,275011,818536,4,593,47479,69580,1356043,360589,approved,47479,low,low
3978530,1,graduate,yes,2458062,5610476,2,728,403163,2017920,6875313,2514856,approved,403163,low,low
11088626,1,not graduate,no,2990845,11519899,8,624,1673077,5535266,9224108,3965476,rejected,1673077,low,mid
16353168,0,not graduate,yes,3127730,6890710,10,533,3560159,649666,10696231,2608696,approved,3560159,low,low
12796277,1,not graduate,no,3251476,3696087,4,734,2852554,3778645,9662892,2784211,rejected,2852554,low,low
16290820,5,graduate,yes,647190,3690447,4,889,25388,15200,3647390,538310,approved,25388,low,low
12612757,1,not graduate,yes,4393100,12831608,4,655,1337004,4888071,14646544,3086375,approved,1337004,mid,mid
12931831,4,not graduate,yes,9610361,31410075,4,471,19119403,8479482,35687537,9285476,rejected,19119403,high,high
16632761,5,graduate,no,6687640,19098144,6,447,11961475,869062,13905000,4571746,approved,11961475,mid,high
16392780,3,graduate,yes,798630,1255493,14,387,3671422,1737544,4335487,229052,rejected,3671422,low,low
15742822,5,graduate,yes,9185620,27672832,16,460,14495469,6261060,32050261,6236635,approved,14495469,high,high
6734975,5,graduate,no,4433512,16013314,14,629,969442,7160661,10266059,2239040,rejected,969442,mid,mid
1635755,0,not graduate,no,4253748,11888958,14,458,2691377,5708299,16329537,5136552,rejected,2691377,mid,mid
5935154,4,not graduate,no,9397656,25331100,18,811,15526011,10434364,22637290,8079905,approved,15526011,high,high
15013820,2,not graduate,no,6745268,25852149,4,633,19999087,8768325,22636145,7209909,approved,19999087,mid,high
12991631,1,not graduate,yes,8880262,30730448,16,628,10735399,8657177,28976837,5876993,rejected,10735399,high,high
10132340,0,not graduate,yes,1804040,13673341,10,835,7352229,2520856,10175165,4626686,approved,7352229,low,mid
15051163,3,not graduate,no,7042254,12943551,16,837,9106373,7739609,8420612,4557482,approved,9106373,high,mid
2370861,5,not graduate,no,3749755,13679611,6,706,9862395,944576,12094386,2587483,approved,9862395,mid,mid
6991346,3,graduate,no,8668242,17167285,20,793,3344605,4633286,19694481,6745495,rejected,3344605,high,mid
8235635,4,not graduate,no,9459745,20175378,10,851,17161682,7192073,28270664,9793602,approved,17161682,high,high
10015265,3,graduate,no,1779703,17657527,8,725,3359121,6328931,12291409,2078149,approved,3359121,low,mid
1481569,1,not graduate,yes,1630301,10792880,12,493,94181,1913115,5838464,3077354,approved,94181,low,mid
1371586,3,not graduate,no,9005137,31320432,8,761,17962460,11137421,36112675,8461355,approved,17962460,high,high
1701445,5,not graduate,yes,6973044,8250883,10,592,2314400,4852089,21775405,7298120,approved,2314400,high,low
2257678,5,graduate,no,9289069,28078590,18,588,19937217,12156299,30528588,9819248,approved,19937217,high,high
3936013,0,graduate,yes,4392309,10674957,6,500,433434,567815,8598089,2810001,approved,433434,mid,mid
10361024,1,graduate,yes,8853188,23735767,6,359,13965745,11677060,33650193,12915646,approved,13965745,high,high
9180662,4,graduate,yes,7255134,22775995,4,417,6748133,12819486,19856387,6817124,rejected,6748133,high,high
15389673,3,graduate,yes,8433827,25429333,4,637,14412871,4813876,24686605,9451876,approved,14412871,high,high
9429986,2,graduate,no,3362431,13630437,12,355,16368505,3297690,6216614,3801120,approved,16368505,low,mid
739900,2,graduate,no,9309016,29590729,18,736,20363926,12567026,29572817,11554931,approved,20363926,high,high
8820089,1,graduate,yes,5671312,13582942,4,392,9475708,632470,17708402,2931199,rejected,9475708,mid,mid
13131610,1,graduate,no,3247158,9093397,20,677,3426792,4082631,8365109,4525811,approved,3426792,low,low
6456568,1,not graduate,yes,8551954,35761102,20,323,18233022,4339385,30268786,9552657,rejected,18233022,high,high
7459930,0,graduate,yes,1709553,5676211,10,537,300989,1044852,7678325,3359577,rejected,300989,low,low
8130467,2,graduate,no,3024338,1936998,6,311,3897168,1924245,4361696,197583,approved,3897168,low,low
156948,5,graduate,yes,857600,799201,20,360,1674250,402679,2738416,897180,approved,1674250,low,low
5443805,3,graduate,no,4743800,15439728,20,499,8000365,4614833,15201322,2425854,approved,8000365,mid,mid
11573071,4,graduate,no,3079540,7680475,4,685,2026088,1415594,9568251,3945780,approved,2026088,low,low
7466214,0,graduate,yes,7132090,29763639,4,522,5813705,3962411,25569830,6714269,approved,5813705,high,high
10285050,5,graduate,yes,6882855,18855847,20,368,15171162,3065196,18396555,6914116,approved,15171162,high,mid
16194710,5,graduate,no,9496249,34041545,6,851,16503638,15367560,37183569,11756861,approved,16503638,high,high
5105918,0,not graduate,no,7031223,17806542,20,698,1098312,5583692,7853895,6710041,approved,1098312,high,mid
12941832,4,not graduate,yes,2711976,14917491,10,334,7463002,10480519,7172665,2600838,rejected,7463002,low,mid
2140908,0,graduate,no,6324521,20413146,4,768,3978244,6124975,16538950,5129137,approved,3978244,mid,high
7999005,3,graduate,yes,4382535,9517039,4,432,665011,2686042,6171865,2983265,approved,665011,mid,low
15906566,0,graduate,no,7763872,24626038,10,636,16472838,5013187,26920564,8744888,approved,16472838,high,high
11406215,3,graduate,no,2473934,6070307,6,705,254476,1402531,4448521,4780344,approved,254476,low,low
9948232,3,not graduate,yes,8296477,14966607,12,306,9939830,618223,20020290,8070074,approved,9939830,high,mid
14510869,4,not graduate,no,3249794,6990692,14,330,1999929,1227863,14703486,1568605,approved,1999929,low,low
1356964,2,not graduate,no,2431458,11483105,16,640,13647064,3012121,11055412,4128308,approved,13647064,low,mid
13820748,4,not graduate,yes,8905708,24327794,8,496,16665721,5787389,29052497,5751928,approved,16665721,high,high
4275137,5,graduate,yes,3637399,18268973,6,765,9352475,10743040,8902261,3251674,approved,9352475,mid,mid
1067730,5,not graduate,no,6933491,22957566,14,802,1806625,7901394,19581088,6975238,approved,1806625,high,high
8357681,0,graduate,yes,5044980,15311879,18,428,11133724,6107499,12488158,8775982,approved,11133724,mid,mid
4297674,0,not graduate,yes,6424647,20227011,10,305,1497473,1114285,16424016,3251149,rejected,1497473,mid,high
11094564,2,graduate,no,5237458,17677451,14,573,15923674,2060864,19747551,4693354,rejected,15923674,mid,mid
4996143,4,graduate,yes,2561832,13418158,14,551,10289395,3477757,7217653,5766166,approved,10289395,low,mid
9811992,4,graduate,no,2637386,6771729,14,729,6958704,13062088,9673915,4422336,approved,6958704,low,low
1430682,5,graduate,yes,4213095,8540032,6,775,15290352,944230,8711165,1683544,approved,15290352,mid,low
13024181,3,graduate,no,1147307,8343901,2,304,11434201,4651491,9711000,2403854,approved,11434201,low,low
8147201,2,graduate,no,9604133,32693776,10,869,15218792,9434448,31522989,12775833,approved,15218792,high,high
4113322,3,not graduate,no,1651004,4114806,10,308,13272502,906893,6417598,4232904,rejected,13272502,low,low
15747654,2,not graduate,yes,6051952,6653165,6,438,18769828,2048491,7053098,6893271,rejected,18769828,mid,low
15757246,3,graduate,no,8152481,22985206,8,554,11821830,4837392,22234982,4475594,approved,11821830,high,high
939953,5,not graduate,yes,4805643,8479608,2,499,1423409,1694995,7782104,3278791,rejected,1423409,mid,low
6896963,5,graduate,no,9304337,31336146,20,423,21399074,8902969,29696330,9094809,approved,21399074,high,high
10124550,1,graduate,yes,1979451,7471211,2,340,-70306,6827481,2686546,3176685,approved,2021266,low,low
838494,5,graduate,yes,5226747,8341502,12,535,2164602,4349194,11081723,5125528,rejected,2164602,mid,low
14629653,3,not graduate,no,6389313,19772056,6,473,7354458,796652,19708567,8830210,approved,7354458,mid,high
12116918,5,graduate,yes,1933170,3765753,8,419,146817,400025,12284284,2533370,rejected,146817,low,low
15544827,3,not graduate,no,5237147,12209344,20,868,10589640,5181180,15360757,2215124,approved,10589640,mid,mid
7088692,1,not graduate,yes,1617910,10033203,2,527,3607613,1648477,4570113,1707136,approved,3607613,low,mid
5636561,4,not graduate,no,6972755,13587135,6,803,1627802,5159946,9495680,3588241,approved,1627802,high,mid
12033813,3,graduate,yes,6739743,21531547,2,751,7568296,7242460,25599957,4759695,approved,7568296,mid,high
9877605,0,not graduate,no,2215501,3850710,18,301,1102678,2316761,5219319,1764133,rejected,1102678,low,low
15605399,0,not graduate,no,1370658,14086734,4,395,2100851,2066342,8784086,3518799,approved,2100851,low,mid
15808534,0,graduate,no,8503160,21052776,2,677,2614549,3587236,25678623,6973539,approved,2614549,high,high
12876722,1,graduate,yes,5916668,22238899,6,319,20949761,5552032,22342902,8373149,rejected,20949761,mid,high
15892224,1,not graduate,yes,841619,5166033,20,330,1033473,11053451,2763366,1378791,approved,1033473,low,low
3607394,2,not graduate,yes,9440829,31888790,8,598,17321212,6705899,32062796,7477479,approved,17321212,high,high
4631525,4,graduate,no,8886674,28414490,20,323,20982418,5745156,18511687,5093618,rejected,20982418,high,high
15087274,2,graduate,yes,6095548,13168777,10,826,3281301,10274323,21840163,6753626,approved,3281301,mid,mid
9483942,1,not graduate,yes,1389025,6695782,16,702,29135,2677685,1503275,2704971,approved,29135,low,low
13748522,1,graduate,yes,7707303,25825914,14,421,10328337,7673197,26329526,9197819,approved,10328337,high,high
12428823,2,not graduate,yes,7568727,30650702,20,513,4811164,12580625,20734815,8630724,approved,4811164,high,high
14970404,2,not graduate,no,6992155,11723232,12,449,7942903,8095989,18748497,6410206,rejected,7942903,high,mid
9977714,0,graduate,yes,6809044,24240901,12,809,21334762,484904,21190784,6846723,approved,21334762,mid,high
12631747,1,not graduate,yes,9761275,38413283,6,889,12648243,12996587,34840432,11648310,approved,12648243,high,high
10127971,0,graduate,no,5870691,12999352,14,469,967325,1634878,12469674,6412143,approved,967325,mid,mid
6549840,2,not graduate,yes,9647582,31735922,20,888,13964626,12368450,34375683,11436200,approved,13964626,high,high
15074853,3,graduate,yes,948709,5830198,4,363,873821,782721,2994344,1500279,rejected,873821,low,low
3091924,1,not graduate,yes,1785871,8149656,12,506,404921,892330,3146152,2461270,approved,404921,low,low
6968525,3,not graduate,no,6024494,19093916,20,475,6942600,6909114,11599809,9857728,approved,6942600,mid,high
6132682,0,not graduate,yes,9261419,29935040,6,676,5861780,4312000,20438538,10265642,rejected,5861780,high,high
3881048,4,not graduate,no,6465644,13144792,8,375,4744436,5064987,11040947,6425837,rejected,4744436,mid,mid
8319108,0,graduate,yes,9137256,24424365,18,506,14139493,10188128,22177958,8250825,approved,14139493,high,high
176364,4,not graduate,no,268739,716372,18,373,132224,39274,572507,55414,rejected,132224,low,low
6205818,1,not graduate,yes,231454,475454,2,466,-15501,513,409937,123110,rejected,2021266,low,low
2085496,0,graduate,no,8249811,24167329,10,533,2518014,2766912,22588271,9462582,approved,2518014,high,high
2931946,3,graduate,no,2999539,10257781,2,450,1672925,948974,11004794,5625114,approved,1672925,low,mid
15601344,0,not graduate,no,4674395,13847382,6,448,712012,152198,5994287,5879663,rejected,712012,mid,mid
191603,4,not graduate,no,1418216,1609206,12,450,1485043,3301937,6556204,2273114,rejected,1485043,low,low
16157694,1,not graduate,no,4815004,21272418,12,826,2895737,3716460,24419845,6615556,approved,2895737,mid,high
11727241,3,not graduate,no,3169120,10706316,16,360,5099217,1108910,14276040,2408756,rejected,5099217,low,mid
9017656,5,not graduate,yes,5713996,21427265,20,518,5100152,7659283,18022841,1838420,rejected,5100152,mid,high
1434143,2,not graduate,no,2803424,7108148,4,863,1680969,9697155,10895187,1561376,approved,1680969,low,low
13044930,0,not graduate,yes,2880923,8881225,12,366,5423930,6898078,12039534,6182236,approved,5423930,low,low
10766440,5,not graduate,no,5544911,19963937,18,460,19905534,9141004,14950964,5029578,approved,19905534,mid,high
5467441,3,not graduate,yes,1133670,3338017,10,471,3435641,773740,2162162,1865273,rejected,3435641,low,low
1265384,5,graduate,yes,3474942,7608837,12,466,6254691,1696972,2882674,3733400,rejected,6254691,low,low
9717733,1,not graduate,no,4640382,13582950,10,550,19453279,2781593,11226758,5932406,rejected,19453279,mid,mid
1128876,4,graduate,no,9399555,23108895,10,697,1971734,1464110,30305815,8122067,rejected,1971734,high,high
1939627,5,graduate,yes,8607768,22482111,8,590,13849322,880603,29469689,5938958,rejected,13849322,high,high
9014020,5,not graduate,no,4528921,6531890,6,870,2816244,3927744,16056542,5068388,approved,2816244,mid,low
3499292,4,not graduate,no,7973590,17932201,14,538,3739839,10359724,13759158,7136540,rejected,3739839,high,mid
10563806,2,graduate,no,2939764,8836686,16,846,1452016,5818800,8723536,6214168,approved,1452016,low,low
14618463,4,not graduate,no,2275141,2397222,16,540,6768463,166160,2790584,647042,rejected,6768463,low,low
11201047,5,not graduate,yes,6529652,10996576,12,575,10795385,11852408,16674179,7424561,approved,10795385,mid,mid
15597594,2,graduate,yes,1150648,3387200,16,550,235571,3657321,3449099,265806,approved,235571,low,low
4696502,2,not graduate,yes,4491444,7175545,16,643,3704918,8427699,7849621,4799688,approved,3704918,mid,low
3417073,0,not graduate,no,6035832,15834204,4,404,1742246,7532767,16720028,5927983,approved,1742246,mid,mid
2007836,0,not graduate,no,2820429,5899742,16,653,4374391,390937,7586774,2182541,approved,4374391,low,low
