loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
8608651,1, Graduate, No,9124346,26698377,6,302,24245536,2976312,30622997,6846396, Rejected
6120496,3, Not Graduate, No,9174464,22983629,12,524,5788158,10367327,25291744,6962444, Approved
5624079,4, Graduate, Yes,8583444,33089650,16,379,15606768,4880665,28758841,11210927, Approved
1213616,4, Graduate, Yes,4353046,12450250,8,612,9793183,6910106,15224486,3730069, Approved
11947030,3, Graduate, Yes,705372,7627162,6,634,226251,1273396,2686665,486853, Approved
14975047,3, Graduate, No,5875435,15128455,16,609,927249,3329367,11524934,7705521, Rejected
7025291,2, Graduate, Yes,3488993,9277521,8,430,13970121,2093578,10930525,1484363, Approved
5572478,4, Graduate, No,5825119,9724388,16,596,3169495,2704189,22055603,7580431, Rejected
3143935,0, Graduate, Yes,7736408,17142729,16,630,2693222,9518677,20152176,8033701, Approved
16102903,2, Graduate, Yes,9670343,30383252,8,307,24285848,8414811,32571660,10045675, Rejected
10269950,5, Graduate, Yes,7653222,14203896,10,645,9743636,3967641,12161133,2975803, Approved
6304695,3, Not Graduate, Yes,6006799,8677347,16,379,11437140,8802223,9647209,3459387, Rejected
8711799,1, Not Graduate, Yes,9059106,31230783,14,343,20018181,11664425,32446537,10500646, Rejected
8916786,0, Not Graduate, No,2271492,5686315,18,795,311934,1255388,8673261,3044807, Approved
15529534,4, Graduate, No,6888149,11883239,4,527,4462670,5121439,19901402,7499171, Approved
5784152,3, Not Graduate, No,1365473,8277906,20,512,9457095,2488585,4214522,1418819, Approved
770119,5, Not Graduate, Yes,3161517,15648825,16,578,1778637,7614687,6202598,3907973, Rejected
5541872,0, Graduate, Yes,7747374,33168755,16,499,20961733,11205214,30556198,7604753, Approved
3744320,4, Not Graduate, Yes,3453691,4952248,4,704,211359,739712,6920975,753285, Approved
4189664,3, Not Graduate, Yes,4789081,20237656,14,452,1176572,3917290,11448024,4335589, Rejected
2958541,2, Not Graduate, Yes,9291977,32236436,6,812,11666741,12201712,31278790,5300578, Rejected
8944701,0, Not Graduate, No,6629682,11502802,6,869,5723848,1775665,22942420,9063389, Approved
4765423,1, Not Graduate, Yes,3296391,13059581,2,898,6816034,3328314,8081198,5101372, Approved
15408835,3, Not Graduate, No,1167520,5840973,2,414,6329035,1553182,3090449,470215, Rejected
13743617,0, Not Graduate, Yes,3062200,9657892,20,856,16933222,13773748,7903831,1281524, Approved
4944146,0, Graduate, Yes,4969568,8858775,8,765,2631611,1256406,14265785,3343961, Approved
13620283,0, Not Graduate, No,6924744,26041356,10,679,10142588,9048965,24561761,6957430, Approved
7537395,4, Graduate, No,5162476,6250517,8,768,7883654,265010,7408230,3471790, Approved
9092047,3, Not Graduate, Yes,5978887,14880896,18,885,8949285,9891103,14239966,5143785, Approved
4171965,1, Graduate, Yes,6843131,12025005,14,505,1774330,151627,3749850,2610044, Approved
9712920,5, Not Graduate, No,2339383,5653752,2,420,6055499,7642201,6067673,341266, Approved
15919108,0, Not Graduate, No,6730661,16781297,6,859,11581942,955967,5354037,3266792, Approved
16570819,4, Not Graduate, No,9420215,30551575,8,606,20174053,13904693,24393604,9059449, Approved
14232721,1, Graduate, Yes,4961562,15736747,16,418,2310347,2611536,3981824,3152672, Approved
6914802,2, Not Graduate, No,3080520,5858942,16,586,4090231,62622,9308569,3384731, Approved
15618942,4, Graduate, No,4659213,20372271,6,685,12373793,1476571,16864858,7658543, Approved
16878,4, Not Graduate, No,1179548,4837671,2,470,1967390,856280,3454754,1149257, Approved
1590700,0, Graduate, Yes,7955904,29375780,20,596,7535146,4477445,29653765,4585285, Approved
9056909,2, Not Graduate, Yes,865707,1791910,10,798,4661300,1398845,3839261,944295, Approved
4761645,0, Graduate, Yes,6484446,14170526,6,393,1552052,3527483,14861531,6515343, Rejected
8379042,2, Graduate, No,7422526,15854130,4,776,12612719,9403765,16867052,6100208, Approved
16679050,2, Not Graduate, No,7647096,15784965,4,818,3464865,2514940,14876125,1911033, Approved
9358503,1, Graduate, Yes,4640983,6088460,12,840,13377502,923311,13372162,6379025, Approved
10848657,0, Graduate, Yes,4047306,14872359,14,853,15087802,6468889,10789549,7603525, Approved
12365444,3, Not Graduate, Yes,8793440,25853290,16,531,18529907,15539649,27875842,10774559, Approved
6629899,5, Graduate, Yes,4560747,13060427,18,339,2087878,2213513,12548625,2347523, Rejected
9957055,2, Graduate, No,6298796,25177405,10,609,5412996,4840560,25309087,5931532, Approved
4718220,3, Graduate, No,3558343,5069797,6,348,8484006,4167881,9646889,4180554, Approved
11346292,2, Not Graduate, No,1872198,5974936,14,687,2462579,5844764,3878562,2591317, Approved
6260496,3, Graduate, No,2600301,9853499,12,480,116712,2472349,7291501,1396596, Approved
13286762,3, Graduate, No,3706973,13826834,20,640,11257694,2028394,13833127,3418721, Approved
3947694,0, Not Graduate, No,9143597,29520526,16,594,8960507,8880041,31835491,7061792, Approved
9917461,0, Graduate, No,418796,1199303,14,352,657033,397268,3987584,1751113, Approved
15682641,3, Graduate, Yes,7156871,19085044,10,368,24484872,3810629,20024394,8951965, Rejected
16691494,2, Graduate, Yes,6729571,23275464,16,361,3158390,4815641,20714045,6324917, Rejected
7517104,2, Not Graduate, No,2187926,9633622,20,575,75072,550704,4319641,2080650, Approved
6608315,1, Not Graduate, No,3860862,5342461,12,899,2922397,3936556,20873278,4744793, Approved
13796206,2, Graduate, No,916785,1393544,18,875,231569,246821,591623,325884, Approved
14467310,3, Not Graduate, No,4985080,9688887,8,303,9089996,3277640,17389915,1888456, Rejected
10447692,3, Not Graduate, No,6421167,11627072,16,767,4234006,9254262,10904148,4635924, Approved
10983128,3, Graduate, No,5783903,18454699,18,543,4996247,2651045,26184651,7596566, Approved
16292598,3, Graduate, Yes,426596,1999101,6,550,231727,901198,1583607,96737, Rejected
9649537,2, Graduate, No,6181320,18473214,10,544,11771021,7708220,25616950,6682732, Approved
12978620,3, Graduate, Yes,1642027,11415452,4,581,5932116,11331015,7871242,3171663, Approved
10964617,5, Graduate, Yes,5935659,12181585,16,830,7355031,1654894,17590551,6378192, Approved
9690725,3, Not Graduate, Yes,7850078,16637862,8,597,12142185,9877795,21909030,8239501, Approved
12796049,5, Not Graduate, No,8181488,22870754,8,422,11542851,2739941,14373695,2621644, Rejected
10836875,1, Graduate, No,6285227,9357357,20,636,18853377,2220171,18621779,7317859, Rejected
5090064,3, Graduate, No,836883,7053610,8,770,3440239,4253683,3264240,2040166, Approved
11254454,4, Not Graduate, No,8923221,22197052,14,653,11757016,5438365,16386288,7612377, Approved
15857280,1, Graduate, No,5166495,9480926,20,455,12800623,792843,12399989,1117895, Rejected
2369767,2, Not Graduate, Yes,1652290,6517920,18,802,11943920,1387757,9788714,246163, Approved
11847807,4, Not Graduate, Yes,2794529,13288620,2,738,19648774,7436747,20706361,4210691, Approved
10830468,4, Not Graduate, No,7297110,26617712,4,667,9110709,7783612,26379642,9700390, Approved
5743418,0, Not Graduate, No,7731996,20289136,10,625,9455791,3946398,14011933,7462989, Rejected
4988330,1, Not Graduate, Yes,2707978,8656560,12,544,14478446,4080054,15766889,3282325, Rejected
9686185,5, Graduate, Yes,4587199,12330516,10,871,4871594,3074878,10801711,8516731, Approved
6173208,1, Not Graduate, Yes,774524,3535681,6,320,1696211,782861,4096244,372058, Rejected
9311661,2, Not Graduate, Yes,7598653,22729759,4,515,366049,3469774,16896606,4360556, Rejected
16659374,1, Not Graduate, Yes,1523369,9214216,18,345,3340585,11039381,7647656,3519901, Rejected
14520448,4, Not Graduate, Yes,5743551,10419459,8,660,14952739,1140928,15569678,5406834, Rejected
15559718,4, Not Graduate, No,5840190,17550842,12,761,4726677,544493,14077524,4390152, Approved
12663075,2, Not Graduate, No,5872249,18368016,18,498,14019296,4931057,17343927,5899943, Rejected
11896067,1, Not Graduate, No,679179,2598525,16,328,5137032,1427123,4906548,1700232, Approved
16216051,0, Not Graduate, No,9507407,29280404,8,723,22610294,11565069,26827064,8262699, Approved
3429760,2, Graduate, Yes,6660947,21236944,18,770,6780806,2603181,17082194,6565805, Approved
5806565,5, Not Graduate, No,5645478,10930666,16,568,4276942,3753117,9931270,7322927, Approved
4394000,1, Graduate, Yes,282769,1202114,20,320,2605901,30087,844019,456615, Rejected
13100866,0, Graduate, Yes,7573549,22337861,2,458,14739354,2712484,26808736,8329661, Approved
16696366,4, Not Graduate, No,6506529,18417915,20,731,3261432,15162367,16143327,7307388, Approved
3101257,5, Not Graduate, Yes,4968258,10453516,12,761,6599521,4458760,10459533,6109346, Approved
8128455,1, Graduate, Yes,6383490,15773470,20,851,12703179,4181424,21004213,3250488, Approved
1493961,3, Not Graduate, Yes,7491292,22306928,16,350,20107034,7788008,26610187,8259972, Approved
15447989,5, Graduate, No,8348863,28661802,16,892,9539126,11045745,23488757,7347566, Approved
6685601,0, Graduate, Yes,5652814,9565894,12,691,6422378,2647968,6793187,5276243, Approved
11652645,0, Graduate, No,958444,3563700,6,505,691179,1285955,3696464,1131734, Approved
1241747,0, Not Graduate, Yes,3201298,9273700,10,631,2218470,964427,18696787,4572058, Approved
13456821,3, Not Graduate, Yes,3595324,8927484,18,780,1211121,102858,5436366,2209088, Approved
11443705,4, Graduate, No,1727517,8709025,20,836,3555871,1946603,3424495,685859, Approved
2165156,3, Graduate, No,6350235,15524840,16,814,1829654,1314414,11984870,2269026, Approved
7234326,2, Graduate, Yes,6157053,17026093,10,556,9238006,12633163,22095370,4615528, Approved
8621165,4, Not Graduate, No,7283596,28188959,14,876,12204729,5565841,15382595,3382825, Approved
3378703,2, Graduate, Yes,3782143,10364160,10,536,282504,5799340,16246615,5401144, Approved
16440198,1, Graduate, No,8307919,28885628,18,813,17581421,16000988,18990310,7428033, Approved
10512427,5, Not Graduate, Yes,4449260,14074865,8,498,7865765,2496493,12798956,2881110, Approved
6906932,5, Not Graduate, Yes,3061358,7420107,14,642,4710758,6080215,5826195,2114627, Approved
12248683,0, Not Graduate, No,3610219,9395522,20,350,5676638,2205193,6421498,4976440, Approved
12906246,1, Graduate, Yes,9834416,33276922,18,470,9374597,10656103,35439246,11261055, Rejected
14370306,5, Not Graduate, Yes,3169820,17142338,10,455,2833522,3786648,6955789,2425377, Approved
1336964,4, Graduate, No,5304801,16776136,4,806,3557710,11994880,18521744,1541607, Approved
813448,5, Not Graduate, Yes,7897652,18324528,16,557,2330072,8309731,23344395,4428231, Approved
2079483,0, Not Graduate, Yes,5334161,15734434,14,559,3253561,12547237,15117999,4202812, Approved
11877796,4, Graduate, Yes,372858,927584,4,797,-67853,158249,1510474,63717, Approved
12424823,0, Not Graduate, Yes,5962804,12387711,6,786,1792721,4016905,14845248,5976289, Approved
15917595,1, Graduate, No,3074418,12103948,6,673,869018,2506628,10736576,4372576, Rejected
5594767,0, Graduate, Yes,2845359,5720402,12,671,5260397,10062996,4800317,3900393, Rejected
2230467,1, Not Graduate, Yes,9204042,34840393,20,619,20494355,16109081,33158718,10308485, Rejected
3081947,1, Not Graduate, No,6767543,13050533,14,392,4454168,4281988,18357018,8548442, Rejected
14720084,0, Graduate, No,4911418,9464778,20,809,16406261,3894123,17672295,6687419, Rejected
4071500,4, Not Graduate, Yes,2691695,5202874,12,746,666192,2801111,4265946,221740, Rejected
12663283,0, Not Graduate, No,7793441,9802512,6,410,2729743,2633873,20071498,4877382, Rejected
9689464,3, Graduate, No,4911368,15809078,16,820,4487161,3152196,9007677,4263169, Approved
12061545,4, Graduate, Yes,8648591,19780114,6,593,20466094,10437350,23974165,11303568, Approved
6003328,2, Graduate, No,4613394,8444219,4,896,1675712,6967168,6921836,3549561, Approved
12881060,3, Not Graduate, No,5317644,15523694,12,834,1127980,3171791,17129057,2147478, Approved
6284713,0, Not Graduate, Yes,6026861,19868779,6,512,7904176,1263267,13174762,5365894, Approved
5895245,3, Not Graduate, No,1742440,6746851,20,548,12051359,4385265,5793298,1625872, Approved
5839162,4, Not Graduate, Yes,7858943,24623182,14,868,20791768,6705546,24165847,5120806, Approved
8770437,0, Graduate, No,6392318,18799933,14,770,18523507,7518768,13748771,5035042, Approved
452280,2, Not Graduate, Yes,5033643,6727233,18,647,2471655,3955873,13012321,3109020, Approved
14670445,3, Not Graduate, No,9498653,28500024,2,302,18614826,7642305,29522423,12227104, Rejected
3020535,1, Graduate, Yes,4602707,17280145,14,541,5200244,5246831,16509814,4407990, Approved
112424,5, Graduate, No,3284473,12848219,12,857,1179142,2052750,9971752,3559376, Approved
6945971,2, Not Graduate, No,9188898,26626396,6,779,10603400,10602048,18854469,9390267, Approved
12313638,5, Not Graduate, No,5132647,9027187,12,348,4291895,269653,13670541,2011695, Rejected
2695224,4, Graduate, Yes,9680806,23693989,2,779,13711358,15236734,31646331,7350309, Approved
7136144,0, Graduate, No,2965069,6557516,2,393,4493092,613859,1320010,1428193, Rejected
11758007,3, Graduate, No,3888258,8517208,12,846,7587677,1279448,5342694,3823302, Rejected
1184199,2, Not Graduate, Yes,2272648,14448114,6,766,7247167,2902874,10633666,3989057, Approved
10890039,1, Graduate, No,2697869,12782552,10,774,374706,10598370,13427048,3517463, Approved
10906412,3, Graduate, No,2830633,3195872,20,586,7941382,3622261,7939067,1975541, Approved
4213698,1, Graduate, No,6222692,15302307,14,898,14220412,870109,19081573,6313736, Approved
12707730,2, Not Graduate, No,4100733,11204837,8,344,2374977,7062104,9143231,2940369, Approved
7135280,4, Not Graduate, Yes,5083977,16829671,10,526,12185089,3410488,12173947,6562295, Rejected
11959425,3, Graduate, No,9753283,35631144,12,826,14590376,14842008,35561060,10343615, Approved
12499829,0, Not Graduate, Yes,6251209,10274490,2,452,4294490,1817940,9508753,6787166, Rejected
3386645,0, Not Graduate, Yes,8136346,28155326,20,515,1072813,4019903,26245484,7553832, Rejected
818552,3, Graduate, No,8789224,29249710,8,766,4114151,11956362,23748936,9340386, Approved
14124419,2, Not Graduate, Yes,9607261,21694404,10,448,18459753,1898658,33432563,9202714, Rejected
13981109,2, Graduate, No,9473900,32452069,6,766,16204986,13004749,30175982,12517995, Rejected
1434830,4, Not Graduate, No,3128515,7358204,8,541,13623699,6141622,8183582,1725117, Approved
7841567,3, Not Graduate, No,8514477,23821531,20,440,16203703,9599769,22539186,6355840, Rejected
8357331,4, Graduate, Yes,6523425,11736851,20,897,14967999,5249505,16157254,8084415, Approved
11578158,5, Graduate, No,8675017,28623358,14,655,5349303,5461445,36092684,13009995, Approved
903633,2, Not Graduate, No,6086724,7338641,6,564,9487059,3906597,10505153,3916330, Rejected
1618432,4, Not Graduate, No,919675,6897090,14,526,5142987,4503357,7158798,2610351, Rejected
7438709,4, Graduate, Yes,636427,1593857,2,818,115140,1200804,955590,595241, Approved
10842977,5, Graduate, Yes,7763504,22233844,6,387,8844612,11076602,24355903,3547615, Rejected
2855437,3, Graduate, Yes,5098710,11811145,2,798,7385983,8907983,27523382,8028246, Approved
6866125,0, Graduate, No,478778,1162827,16,732,-67306,5445159,3617571,293161, Rejected
15689478,1, Graduate, No,8585177,28280085,16,540,37781,15882399,17329290,7147214, Rejected
9917976,4, Not Graduate, No,8479061,25139689,18,531,16596122,2854445,29098832,7271703, Rejected
3276393,2, Graduate, Yes,6935752,15399348,12,460,13844881,11850260,19665365,5937263, Rejected
2079444,4, Not Graduate, No,4978424,16096212,10,816,1492238,11903347,17582602,4884944, Approved
2002618,3, Graduate, No,961124,4716854,6,679,662619,1461233,6382880,1663881, Approved
3267044,1, Not Graduate, Yes,1385480,4026093,8,646,3698070,4649095,3995123,3096111, Rejected
5533683,1, Not Graduate, Yes,5304508,2185607,8,538,9573526,5351918,10618752,4100272, Rejected
10827092,0, Graduate, Yes,9714700,33449199,10,485,8969231,11528722,34491421,13593787, Approved
10204784,5, Graduate, Yes,8091327,18137868,8,609,1570543,4986947,19002334,5889583, Approved
2537942,3, Graduate, Yes,3426865,15200228,2,506,807045,11446556,13636266,2716671, Rejected
9548658,0, Not Graduate, Yes,8368395,21802776,12,582,7856119,15074386,24850574,8720159, Rejected
15198902,4, Graduate, No,8505997,29572439,18,810,2055670,1896539,23003324,9578049, Approved
6388549,4, Not Graduate, No,9436533,24948592,14,859,11152176,7153317,26341200,11025183, Approved
3170224,5, Graduate, No,4419505,9657280,12,422,2521333,1875209,14068926,4092754, Rejected
11809630,5, Not Graduate, Yes,5927384,16240239,10,760,10192795,1088228,10723984,3738053, Approved
9682195,4, Not Graduate, Yes,6490269,21066224,6,366,2932931,4305389,25049586,3337272, Rejected
15524395,4, Graduate, Yes,6575463,19951417,10,836,20174388,7073389,12491693,6265120, Rejected
8885563,5, Not Graduate, No,5556074,18762115,10,347,13138992,6142564,15180318,4762219, Rejected
4786887,3, Graduate, Yes,2878167,6589098,10,803,-5791,3411012,7206032,5442935, Rejected
14784860,4, Graduate, Yes,812737,1652640,8,526,3661330,422851,1758749,893401, Rejected
8617651,1, Graduate, No,3313121,11745329,8,483,4906026,937407,5361702,4094943, Approved
114622,5, Graduate, Yes,5201068,6553129,16,306,264306,1362235,9946732,4778524, Rejected
9889359,0, Not Graduate, Yes,6839009,16663244,6,430,10428133,3801933,14733737,8209230, Approved
7490320,1, Not Graduate, Yes,9459252,34741187,14,618,20420279,13702783,35983841,12725319, Approved
2199747,5, Graduate, Yes,3130362,3160417,6,804,4281722,1035758,6763974,679196, Rejected
975325,1, Not Graduate, Yes,7383607,21827540,10,563,13062927,15426743,22770952,6546223, Rejected
15204050,3, Graduate, Yes,5751566,9676882,6,715,12116167,8766306,11285280,2641778, Rejected
11644135,3, Graduate, Yes,1359526,3760527,16,612,5253409,224010,6203068,1228716, Rejected
7967468,1, Not Graduate, No,1150529,4775231,18,728,119027,2689943,1393405,166554, Approved
16756034,1, Graduate, Yes,4473539,15789044,20,461,6916149,7810915,15743660,7708498, Approved
12454463,5, Not Graduate, No,3333798,9006179,6,316,1535799,4085291,3796005,5457328, Rejected
9105709,4, Not Graduate, Yes,8796496,25018354,18,886,9849185,2812974,27682740,7757084, Approved
16155372,4, Not Graduate, No,1644935,13782966,14,412,56506,254209,4637178,2117034, Approved
9780135,5, Graduate, Yes,8943248,28046435,4,596,17241130,9544621,30838012,10300648, Approved
13689504,5, Graduate, Yes,3463304,6798179,20,368,5833997,3429982,13366543,3055521, Approved
2534195,1, Not Graduate, Yes,7269986,21243252,20,574,22497200,4582258,20714668,5077486, Rejected
9425954,2, Not Graduate, No,3012287,11107298,4,624,3130083,2049141,9141424,5950740, Approved
4725257,2, Not Graduate, Yes,6086649,13416244,8,895,1308658,3830343,21713060,3797256, Approved
15764794,2, Graduate, Yes,5302481,13404794,18,809,23682,816146,8346462,1251679, Approved
15730727,5, Graduate, No,3579486,12233054,10,839,645575,7898625,6493125,3626163, Approved
650056,5, Not Graduate, Yes,9046104,24081005,10,884,23925062,2818744,24161450,7681404, Rejected
1890906,1, Graduate, No,7930576,11213460,12,893,7898144,5269528,11977817,3424692, Approved
3280769,2, Not Graduate, No,4611724,7264059,4,839,1511670,9854723,7261760,5321633, Approved
15437648,3, Graduate, No,9182700,26404374,16,692,14534602,1929459,29859775,10011143, Approved
16553301,4, Not Graduate, Yes,4680925,15083557,20,362,20680986,851907,9437756,7079041, Rejected
3457722,5, Not Graduate, Yes,1226423,1476943,2,374,1261988,629344,3659052,689633, Rejected
9701229,2, Not Graduate, No,5861359,18886558,18,602,9332525,3530487,23260233,7353405, Approved
5229512,1, Not Graduate, No,2236826,3432522,10,606,2425284,5092859,10454623,1422960, Approved
329652,0, Graduate, No,1746354,9817500,14,304,13017028,5202047,10048292,1364058, Rejected
6913253,0, Graduate, Yes,8128959,12105635,2,639,15821858,4623324,21958369,11949437, Rejected
14783284,3, Graduate, Yes,7164585,9330330,20,704,15140406,12381812,16865206,4256480, Approved
7167217,2, Not Graduate, Yes,6434191,11708840,10,791,4768715,2215077,21513291,8326067, Approved
761178,0, Graduate, No,4552164,8433746,6,788,6604996,6605886,11377533,3105568, Approved
7115242,1, Not Graduate, Yes,8335723,25309925,12,772,11921441,13707109,26599303,10335921, Approved
2711522,0, Not Graduate, No,9513303,20155489,14,425,18188080,5939969,27280395,6456661, Approved
3730354,0, Not Graduate, No,8495784,33181316,6,729,8008985,12424971,30147009,8619025, Approved
16126685,0, Not Graduate, Yes,2709829,4850044,2,716,12331156,954250,10709487,1075426, Approved
16362442,5, Graduate, No,4666843,16306655,6,894,13656589,11143304,20159261,7678067, Approved
15226990,2, Graduate, Yes,8300381,26176047,10,628,20067888,2260730,27408637,7423049, Approved
2972012,4, Not Graduate, Yes,6976076,10920183,18,782,11142972,15775613,15320729,2089778, Approved
11068228,5, Not Graduate, No,1389918,6678647,12,310,13427501,2723462,7709965,3044274, Rejected
11313594,2, Not Graduate, No,4928026,11680160,4,701,6798732,1704193,8655100,3873011, Approved
10578866,1, Graduate, No,2171106,1855827,16,684,3791,23695,6827429,3176024, Rejected
890603,2, Not Graduate, No,4681106,7867414,14,639,189466,4180072,13756284,2324889, Approved
2084868,0, Not Graduate, Yes,7568993,13569144,16,756,4166957,9531020,18373942,4410387, Approved
8640536,4, Graduate, No,7250934,15652135,10,597,20634646,11583515,14636822,5680644, Rejected
14684840,2, Graduate, No,6924455,8389991,10,382,1691819,7378617,16662521,3413861, Approved
6450370,1, Graduate, No,9109882,24458520,2,639,16260587,6619166,26435986,9299524, Approved
343328,5, Not Graduate, Yes,5551613,9999274,16,430,5379484,2307491,9365909,5409605, Approved
696648,4, Not Graduate, No,865934,4231093,8,480,2526206,1788028,8530978,1539745, Approved
2393970,3, Graduate, No,5027919,10952013,6,698,5165729,1965521,9484954,5688267, Approved
7307741,1, Not Graduate, No,8613718,18274548,18,402,25987636,8403950,23466836,11067615, Rejected
3121828,5, Graduate, Yes,1474305,5397504,2,324,7421881,802121,7732948,1438207, Rejected
9584355,3, Graduate, No,2785662,6415060,2,556,7770528,16227,4631922,3233885, Rejected
10143415,1, Graduate, No,9475465,34433480,6,832,25361893,16095436,31527117,13493594, Approved
11716303,5, Graduate, Yes,8287648,30052922,6,320,15393247,6021787,25815337,9697345, Rejected
3989618,5, Graduate, No,1313537,4053908,10,783,2791508,6328461,2577532,1062707, Approved
4988709,2, Not Graduate, Yes,6128500,18175492,12,309,4861373,6868400,8982194,3269138, Rejected
8317226,2, Graduate, Yes,8586057,32397114,2,493,17577281,3643978,28615581,7944282, Rejected
2318766,4, Not Graduate, Yes,7965621,21331653,2,456,8784343,11430294,24767849,5525040, Approved
16131377,4, Not Graduate, Yes,6557785,18647452,2,543,1953537,5011687,19132859,8534748, Rejected
3059826,1, Graduate, No,7441437,13596928,4,709,11833636,7581622,16813739,4469564, Approved
12026027,5, Graduate, Yes,8374521,20765609,10,471,1855070,3382895,27529537,7065218, Rejected
14305512,1, Not Graduate, No,2200440,4982542,4,886,1926099,2212608,9402919,5230459, Approved
9236326,0, Graduate, Yes,3331949,6368994,12,425,2432844,7638863,8607869,4556839, Rejected
8555872,3, Not Graduate, Yes,6940700,18424639,2,633,6983264,1648882,18189374,7344328, Approved
5302598,0, Graduate, Yes,7737129,13219266,4,467,6847452,589757,15270728,3637568, Rejected
2513963,3, Not Graduate, No,8149567,26405090,18,795,10381771,3619454,24970104,7228753, Approved
13208897,1, Graduate, Yes,8908133,30451451,6,812,21375008,3545901,25567403,5856394, Approved
1433678,1, Not Graduate, No,8903894,32947913,6,745,6178560,9482242,30777980,11747933, Approved
8968130,4, Graduate, Yes,6724674,20662736,18,417,8364251,5002272,17434635,3785721, Rejected
3911795,3, Graduate, No,1379182,10911612,20,626,3185297,4344373,3638819,611717, Approved
3402899,4, Not Graduate, Yes,3965194,13289547,2,863,639705,2220039,15548345,4785769, Approved
14721975,0, Not Graduate, No,6968246,27691514,10,314,16374817,5591289,18955145,4190607, Rejected
7887182,0, Graduate, No,4145450,13855874,2,404,482345,1176439,12587765,3082847, Approved
734820,5, Graduate, No,6563471,24947572,2,661,5934612,8838803,15374337,4540177, Approved
10160643,2, Not Graduate, Yes,1792656,5744034,4,600,7322505,2100918,4918865,2963174, Approved
13066432,2, Not Graduate, Yes,247855,2346306,4,720,-44064,148007,824462,94465, Rejected
10053785,0, Graduate, No,1018224,6569450,4,762,4321969,184057,1759962,2066917, Approved
11707277,5, Not Graduate, No,9027824,32173090,14,361,11129122,14576230,23750171,9243306, Approved
8144635,3, Graduate, Yes,7277475,27385287,8,701,5340517,2611291,26338706,10789847, Rejected
9318188,0, Not Graduate, Yes,9589503,32047816,2,899,4829704,8286712,31002712,13370556, Approved
5934001,1, Not Graduate, Yes,3994272,11451505,8,605,5004113,8373867,21047416,6688395, Rejected
13925795,5, Graduate, Yes,8232242,23129663,14,477,4871035,6514573,27317028,9486315, Rejected
837537,4, Not Graduate, Yes,5586249,12937572,14,782,7505928,13337725,12870275,4133293, Approved
6837076,3, Not Graduate, No,9142638,19271357,16,318,11812691,11666186,26489931,6643046, Rejected
16339712,0, Not Graduate, No,6184766,19106375,18,862,3906303,5459414,16944213,6653776, Approved
14521791,0, Not Graduate, Yes,5978582,10821144,6,613,1032643,3199028,9926093,2405563, Approved
11698860,1, Not Graduate, No,3006094,7037103,6,378,3055989,579676,8843959,2735988, Rejected
12355130,3, Not Graduate, No,5809909,16453263,18,816,5456838,7952021,18269659,6402911, Approved
12465835,4, Graduate, No,3514352,16267920,6,816,8075064,4253850,7607814,1967838, Approved
3113056,0, Graduate, Yes,8814940,27008715,20,769,22289611,9005732,28908685,9899906, Approved
9969486,1, Not Graduate, Yes,5645139,15316664,14,899,15632843,8965413,18482078,5640858, Approved
9082017,0, Graduate, Yes,1417247,4152193,12,457,13646992,2381395,1863809,1911984, Rejected
15502543,2, Not Graduate, No,945048,1399192,16,609,-97848,1274171,1578540,1252650, Rejected
6867383,0, Graduate, Yes,2384770,13879641,18,720,1060638,2689640,11450728,2767586, Rejected
9514510,3, Not Graduate, No,2618420,4656793,18,869,2987679,2565451,11111126,990069, Approved
11473194,5, Graduate, Yes,7434171,22552152,6,719,2630856,7477661,23620359,8221615, Approved
6009274,3, Not Graduate, No,6669804,19951608,4,566,5279230,9736643,15561142,2953234, Approved
13672016,2, Graduate, Yes,9632905,27885034,2,497,22931977,10180771,32888847,12586378, Approved
16311906,3, Not Graduate, No,8364524,28446343,4,675,20895662,2663119,31126930,4919617, Rejected
6502416,4, Not Graduate, Yes,1263220,10886238,12,527,15691796,8424718,10257855,1642537, Rejected
15255999,5, Not Graduate, Yes,4240861,10460139,8,575,2178815,7130225,11073079,4295990, Approved
746427,0, Not Graduate, No,8990641,24631428,10,849,17749425,10029470,30965385,11407037, Approved
443779,1, Graduate, No,7041249,15305515,10,322,18448307,4176833,24122159,10594676, Rejected
9326595,4, Graduate, No,7714134,16416262,14,455,20072568,6468160,9172381,3072332, Approved
2212177,3, Graduate, Yes,8941978,24796702,18,465,12208124,7439887,36229620,10755879, Approved
6160072,1, Not Graduate, Yes,7229199,19209516,14,786,9840161,588320,14906995,3388106, Approved
15260023,5, Graduate, No,2795388,10973737,8,723,9774723,3477932,6855896,1116370, Approved
1617748,5, Graduate, No,4278827,18657526,6,453,5559593,5098488,10643386,2713285, Rejected
14091386,1, Not Graduate, No,3683051,6772590,8,682,9579915,80720,7108491,3711135, Approved
2964470,2, Graduate, Yes,4276668,6624460,8,650,10892055,3421846,7192977,2099388, Approved
15183515,5, Not Graduate, No,3887821,19691144,6,461,6085223,6938802,18789868,5510470, Approved
2555514,1, Not Graduate, Yes,373027,1253887,20,836,1242773,1229809,1305106,1049213, Approved
16608130,4, Not Graduate, Yes,6609838,16105688,4,688,19375661,3365738,14508449,4703406, Rejected
9774898,1, Graduate, Yes,3331812,5309647,4,535,2372906,4767536,9584651,2269811, Rejected
